 зддддддддддддддддддддддддддддддддддддддддддддддддддддддддддддддддддддддддд©
 Ё                                                                         Ё
 юддддддддддддддддддддддддддддддддддддддддддддддддддддддддддддддддддддддддды


 здддддддддддддддддддддддддбддддддддддддддддддддддддддддддддддддддддддддддд©
 Ё         x [ m]          Ё                abs(Ey) [ФV/m]                 Ё
 фмммммммммммммммммммммммммьммммммммммммммммммммммммммммммммммммммммммммммм╣
 Ё          5.000000       Ё                  238.889698                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
 Ё          5.100000       Ё                  234.191598                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
 Ё          5.200000       Ё                  229.683007                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
 Ё          5.300000       Ё                  225.337703                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
 Ё          5.400000       Ё                  221.157403                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
 Ё          5.500000       Ё                  217.126494                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
 Ё          5.600000       Ё                  213.252396                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
 Ё          5.700000       Ё                  209.498700                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
 Ё          5.800000       Ё                  205.881603                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
 Ё          5.900000       Ё                  202.388503                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
 Ё          6.000000       Ё                  199.004805                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
 Ё          6.100000       Ё                  195.743997                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
 Ё          6.200000       Ё                  192.579494                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
 Ё          6.300000       Ё                  189.518105                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
 Ё          6.400000       Ё                  186.550402                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
 Ё          6.500000       Ё                  183.678102                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
 Ё          6.600000       Ё                  180.897202                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
 Ё          6.700000       Ё                  178.185205                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
 Ё          6.800000       Ё                  175.561203                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
 Ё          6.900000       Ё                  173.020002                   Ё
 цдддддддддддддддддддддддддеддддддддддддддддддддддддддддддддддддддддддддддд╢
